"constellation","figure_id","order","hip","hd","hr","gl","bf","proper","ra","dec","dist","pmra","pmdec","mag","spect","ci","bayer","flam","con","pole","pole_dist_deg"
"Ser",2,6,77070,140573,5854,"Gl 596.2","24Alp Ser","Unukalhai",15.737798,6.425627,22.6757,134.66,44.14,2.63,"K2III",1.167,"Alp",,"Ser","north",83.574373
"Ser",2,7,77622,141795,5892,"GJ 3921","37Eps Ser","",15.846935,4.47773,21.5983,127.98,61.87,3.71,"A2m",0.147,"Eps",,"Ser","north",85.52227
"Ser",2,8,77516,141513,5881,"","32Mu  Ser","",15.827002,-3.430208,52.0021,-98.07,-27.41,3.54,"A0V",-0.036,"Mu",,"Ser","south",86.569792
"Ser",2,9,84880,156928,6446,"","53Nu  Ser","",17.347128,-12.846875,62.3053,42.75,2.72,4.32,"A0/A1V",0.037,"Nu",,"Ser","south",77.153125
"Sex",1,1,51437,90994,4119,"","30Bet Sex","",10.504855,-0.637026,124.0695,-40.12,-22.17,5.08,"B6V",-0.138,"Bet",,"Sex","south",89.362974
"Sex",1,2,49641,87887,3981,"","15Alp Sex","",10.1323,-0.371637,86.881,-26.17,-3.65,4.48,"A0III",-0.032,"Alp",,"Sex","south",89.628363
"Sex",1,3,48437,85558,3909,"","8Gam Sex","",9.875121,-8.10503,85.1064,-61.83,-47.21,5.07,"A2V",0.038,"Gam",,"Sex","south",81.89497
"Sge",1,1,98337,189319,7635,"","12Gam Sge","",19.979285,19.492148,79.2393,64.37,22.58,3.51,"K5III",1.571,"Gam",,"Sge","north",70.507852
"Sge",1,2,97365,187076,7536,"","7Del Sge","",19.789795,18.534286,182.1494,-4.58,11.1,3.68,"M2II + B6",1.313,"Del",,"Sge","north",71.46571399999999
"Sge",1,3,96757,185758,7479,"","5Alp Sge","Sham",19.668275,18.01389,130.3781,15.09,-19.72,4.39,"G0II",0.777,"Alp",,"Sge","north",71.98611
"Sge",1,4,97365,187076,7536,"","7Del Sge","",19.789795,18.534286,182.1494,-4.58,11.1,3.68,"M2II + B6",1.313,"Del",,"Sge","north",71.46571399999999
"Sge",1,5,96837,185958,7488,"","6Bet Sge","",19.68415,17.476041,134.7709,9.06,-33.9,4.39,"G8II",1.041,"Bet",,"Sge","north",72.523959
"Sgr",1,1,95347,181869,7348,"","Alp Sgr","Rukbat",19.398103,-40.61594,55.7414,32.67,-120.81,3.96,"B8V",-0.105,"Alp",,"Sgr","south",49.38406
"Sgr",1,2,98032,188114,7581,"","Iot Sgr","",19.921026,-41.868288,55.7414,23.37,51.6,4.12,"K0III",1.063,"Iot",,"Sgr","south",48.131712
"Sgr",1,3,95241,181454,7337,"","Bet1Sgr","Arkab Prior",19.377303,-44.458965,96.1538,7.31,-22.43,3.96,"B9V",-0.085,"Bet-1",,"Sgr","south",45.541035
"Sgr",1,4,98032,188114,7581,"","Iot Sgr","",19.921026,-41.868288,55.7414,23.37,51.6,4.12,"K0III",1.063,"Iot",,"Sgr","south",48.131712
"Sgr",1,5,98412,189103,7623,"","The1Sgr","",19.995605,-35.276305,158.9825,6.02,-25.15,4.37,"B2.5IV",-0.15,"The-1",,"Sgr","south",54.723695
"Sgr",1,6,98688,189763,7650,"","62    Sgr","",20.044299,-27.709845,137.5516,32.28,14.35,4.43,"M4III",1.64,"",,"Sgr","south",62.290155
"Sgr",1,7,98162,188603,7604,"","59    Sgr","",19.94912,-27.169899,255.102,9.6,-14.95,4.54,"K3III",1.462,"",,"Sgr","south",62.830101
"Sgr",1,8,96465,184707,7440,"","52    Sgr","",19.611786,-24.883623,58.1395,68.7,-23.19,4.59,"B8/B9V",-0.075,"",,"Sgr","south",65.116377
"Sgr",1,9,93864,177716,7234,"GJ 9643","40Tau Sgr","",19.11567,-27.670423,37.2856,-50.79,-250.51,3.32,"K1/K2III",1.169,"Tau",,"Sgr","south",62.329577
"Sgr",1,10,92855,175191,7121,"","34Sig Sgr","Nunki",18.92109,-26.296722,69.8324,13.87,-52.65,2.05,"B2.5V",-0.134,"Sig",,"Sgr","south",63.703278
"Sgr",1,11,93683,177241,7217,"GJ 9641","39Omi Sgr","",19.07805,-21.741496,43.554,76.26,-58.08,3.76,"K0III",1.012,"Omi",,"Sgr","south",68.258504
"Sgr",1,12,94141,178524,7264,"","41Pi  Sgr","Albaldah",19.162731,-21.023615,156.25,-1.17,-36.83,2.88,"F2II/III",0.377,"Pi",,"Sgr","south",68.976385
"Sgr",1,13,95168,181577,7340,"GJ 4107","44Rho1Sgr","",19.361211,-17.847197,38.9257,-26.95,22.24,3.92,"F0III/IV",0.228,"Rho-1",,"Sgr","south",72.152803
"Sgr",1,14,95176,181615,7342,"","46Ups Sgr","",19.362117,-15.955018,546.4481,1.79,-6.27,4.52,"F2p",0.079,"Ups",,"Sgr","south",74.044982
"Sgr",1,15,95168,181577,7340,"GJ 4107","44Rho1Sgr","",19.361211,-17.847197,38.9257,-26.95,22.24,3.92,"F0III/IV",0.228,"Rho-1",,"Sgr","south",72.152803
"Sgr",1,16,94141,178524,7264,"","41Pi  Sgr","Albaldah",19.162731,-21.023615,156.25,-1.17,-36.83,2.88,"F2II/III",0.377,"Pi",,"Sgr","south",68.976385
"Sgr",1,17,93683,177241,7217,"GJ 9641","39Omi Sgr","",19.07805,-21.741496,43.554,76.26,-58.08,3.76,"K0III",1.012,"Omi",,"Sgr","south",68.258504
"Sgr",1,18,93085,175775,7150,"","37Xi 2Sgr","",18.962167,-21.106654,111.9821,34.91,-12.33,3.52,"G8/K0II/III",1.151,"Xi-2",,"Sgr","south",68.89334600000001
"Sgr",1,19,93683,177241,7217,"GJ 9641","39Omi Sgr","",19.07805,-21.741496,43.554,76.26,-58.08,3.76,"K0III",1.012,"Omi",,"Sgr","south",68.258504
"Sgr",1,20,92855,175191,7121,"","34Sig Sgr","Nunki",18.92109,-26.296722,69.8324,13.87,-52.65,2.05,"B2.5V",-0.134,"Sig",,"Sgr","south",63.703278
"Sgr",1,21,92041,173300,7039,"","27Phi Sgr","",18.76094,-26.990778,73.3676,51.15,0.45,3.17,"B8.5III",-0.107,"Phi",,"Sgr","south",63.009222
"Sgr",1,22,93506,176687,7194,"","38Zet Sgr","Ascella",19.043532,-29.880105,27.0416,-14.1,3.66,2.6,"A3IV",0.062,"Zet",,"Sgr","south",60.119895
"Sgr",1,23,93864,177716,7234,"GJ 9643","40Tau Sgr","",19.11567,-27.670423,37.2856,-50.79,-250.51,3.32,"K1/K2III",1.169,"Tau",,"Sgr","south",62.329577
"Sgr",1,24,93506,176687,7194,"","38Zet Sgr","Ascella",19.043532,-29.880105,27.0416,-14.1,3.66,2.6,"A3IV",0.062,"Zet",,"Sgr","south",60.119895
"Sgr",1,25,92041,173300,7039,"","27Phi Sgr","",18.76094,-26.990778,73.3676,51.15,0.45,3.17,"B8.5III",-0.107,"Phi",,"Sgr","south",63.009222
"Sgr",1,26,90496,169916,6913,"Gl 713.1","22Lam Sgr","Kaus Borealis",18.466179,-25.4217,23.9693,-44.81,-186.29,2.82,"K1IIIb",1.025,"Lam",,"Sgr","south",64.5783
"Sgr",1,27,89931,168454,6859,"","19Del Sgr","Kaus Media",18.3499,-29.828103,106.6098,29.96,-26.38,2.72,"K3III",1.38,"Del",,"Sgr","south",60.171897
"Sgr",1,28,88635,165135,6746,"","10Gam2Sgr","Alnasl",18.096803,-30.424091,29.7,-55.75,-181.53,2.98,"K0III",0.981,"Gam-2",,"Sgr","south",59.575908999999996
"Sgr",1,29,89931,168454,6859,"","19Del Sgr","Kaus Media",18.3499,-29.828103,106.6098,29.96,-26.38,2.72,"K3III",1.38,"Del",,"Sgr","south",60.171897
"Sgr",1,30,90185,169022,6879,"","20Eps Sgr","Kaus Australis",18.402868,-34.384616,43.9367,-39.61,-124.05,1.79,"B9.5III",-0.031,"Eps",,"Sgr","south",55.615384
"Sgr",1,31,89642,167618,6832,"","Eta Sgr","",18.293793,-36.761686,44.7427,-129.27,-166.61,3.1,"M2III",1.582,"Eta",,"Sgr","south",53.238314
"Tau",1,1,26451,37202,1910,"","123Zet Tau","Tianguan",5.627413,21.142549,136.4256,2.39,-18.04,2.97,"B4IIIp",-0.148,"Zet",,"Tau","north",68.857451
"Tau",1,2,21421,29139,1457,"Gl 171.1A","87Alp Tau","Aldebaran",4.598677,16.509301,20.4332,62.78,-189.36,0.87,"K5III",1.538,"Alp",,"Tau","north",73.490699
"Tau",1,3,20205,27371,1346,"","54Gam Tau","Prima Hyadum",4.329889,15.627642,49.5295,115.29,-23.86,3.65,"G8III",0.981,"Gam",,"Tau","north",74.372358
"Tau",1,4,18724,25204,1239,"","35Lam Tau","",4.011338,12.490347,148.368,-8.15,-11.98,3.41,"B3V + A",-0.099,"Lam",,"Tau","north",77.509653
"Tau",1,5,15900,21120,1030,"","1Omi Tau","",3.413554,9.02887,89.2061,-74.25,-80.31,3.61,"G8III",0.887,"Omi",,"Tau","north",80.97113
"Tau",1,6,18724,25204,1239,"","35Lam Tau","",4.011338,12.490347,148.368,-8.15,-11.98,3.41,"B3V + A",-0.099,"Lam",,"Tau","north",77.509653
"Tau",1,7,20205,27371,1346,"","54Gam Tau","Prima Hyadum",4.329889,15.627642,49.5295,115.29,-23.86,3.65,"G8III",0.981,"Gam",,"Tau","north",74.372358
"Tau",1,8,20455,27697,1373,"","61Del1Tau","Secunda Hyadum",4.382247,17.542514,47.7099,107.75,-28.84,3.77,"G8III",0.983,"Del-1",,"Tau","north",72.457486
"Tau",1,9,20889,28305,1409,"","74Eps Tau","Ain",4.476943,19.180431,44.964,107.23,-36.77,3.53,"K0III",1.014,"Eps",,"Tau","north",70.819569
"Tau",1,10,25428,35497,1791,"","112Bet Tau","Elnath",5.438198,28.60745,41.0509,23.28,-174.22,1.65,"B7III",-0.13,"Bet",,"Tau","north",61.39255
"Tel",1,1,89112,166063,6783,"","Eps Tel","",18.187157,-45.954418,128.2051,-16.28,-37.26,4.52,"G5III",1.009,"Eps",,"Tel","south",44.045582
"Tel",1,2,90422,169467,6897,"","Alp Tel","",18.449561,-45.968459,85.1789,-16.68,-53.33,3.49,"B3IV",-0.179,"Alp",,"Tel","south",44.031541
"Tel",1,3,90568,169767,6905,"","Zet Tel","",18.480505,-49.070588,38.6997,137.9,-229.14,4.1,"G8/K0III",0.995,"Zet",,"Tel","south",40.929412
"TrA",1,1,82273,150798,6217,"","Alp TrA","Atria",16.811077,-69.027715,119.7605,17.85,-32.92,1.91,"K2IIb-IIIa",1.447,"Alp",,"TrA","south",20.972285
"TrA",1,2,74946,135382,5671,"","Gam TrA","",15.315181,-68.679545,56.3698,-66.48,-32,2.87,"A1V",0.014,"Gam",,"TrA","south",21.320454999999995
"TrA",1,3,76440,138538,5771,"","Eps TrA","",15.612,-66.317037,61.8429,24.51,-54.66,4.11,"K0III",1.161,"Eps",,"TrA","south",23.682963
"TrA",1,4,77952,141891,5897,"Gl 601A","Bet TrA","",15.919083,-63.430727,12.3778,-188.45,-401.92,2.83,"F2III",0.315,"Bet",,"TrA","south",26.569273000000003
"TrA",1,5,82273,150798,6217,"","Alp TrA","Atria",16.811077,-69.027715,119.7605,17.85,-32.92,1.91,"K2IIb-IIIa",1.447,"Alp",,"TrA","south",20.972285
"Tri",1,1,10064,13161,622,"","4Bet Tri","",2.159058,34.987297,38.8954,148.78,-39.13,3,"A5III",0.14,"Bet",,"Tri","north",55.012703
"Tri",1,2,10670,14055,664,"","9Gam Tri","",2.288573,33.847194,34.4353,44.91,-52.42,4.03,"A1Vnn",0.019,"Gam",,"Tri","north",56.152806
"Tri",1,3,8796,11443,544,"Gl 78.1","2Alp Tri","Mothallah",1.884696,29.578829,19.4175,12.02,-233.69,3.42,"F6IV",0.488,"Alp",,"Tri","north",60.421171
"Tri",1,4,10064,13161,622,"","4Bet Tri","",2.159058,34.987297,38.8954,148.78,-39.13,3,"A5III",0.14,"Bet",,"Tri","north",55.012703
"Tuc",1,1,110838,212581,8540,"","Del Tuc","",22.455531,-64.966354,76.9231,68.68,10.21,4.51,"B8V",-0.029,"Del",,"Tuc","south",25.033646000000005
"Tuc",1,2,110130,211416,8502,"","Alp Tuc","Lang-Exster",22.308371,-60.259587,61.237,-71.48,-38.15,2.87,"K3III",1.39,"Alp",,"Tuc","south",29.740412999999997
"Tuc",1,3,114996,219571,8848,"GJ 9818","Gam Tuc","",23.290498,-58.235734,23.0574,-34.93,79.59,3.99,"F1III",0.41,"Gam",,"Tuc","south",31.764266
"Tuc",1,4,118322,224686,9076,"","Eps Tuc","",23.998594,-65.577132,114.4165,48.63,-22.33,4.49,"B9IV",-0.075,"Eps",,"Tuc","south",24.422867999999994
"Tuc",1,5,1599,1581,77,"Gl 17","Zet Tuc","",0.334142,-64.874791,8.5866,1707.56,1165.36,4.23,"F9V",0.576,"Zet",,"Tuc","south",25.125208999999998
"Tuc",1,6,2484,2884,126,"","Bet1Tuc","",0.525725,-62.958218,41.4079,82.48,-54.37,4.36,"B9V",-0.064,"Bet-1",,"Tuc","south",27.041781999999998
"Tuc",1,7,114996,219571,8848,"GJ 9818","Gam Tuc","",23.290498,-58.235734,23.0574,-34.93,79.59,3.99,"F1III",0.41,"Gam",,"Tuc","south",31.764266
"UMa",1,1,67301,120315,5191,"","85Eta UMa","Alkaid",13.792354,49.313265,31.8674,-121.23,-15.56,1.85,"B3V SB",-0.099,"Eta",,"UMa","north",40.686735
"UMa",1,2,65378,116656,5054,"GJ 3783A","79Zet UMa","Mizar",13.398747,54.925362,26.3089,121.23,-22.01,2.23,"A2V",0.057,"Zet",,"UMa","north",35.074638
"UMa",1,3,62956,112185,4905,"","77Eps UMa","Alioth",12.900472,55.959821,25.31,111.74,-8.99,1.76,"A0p",-0.022,"Eps",,"UMa","north",34.040179
"UMa",1,4,59774,106591,4660,"Gl 459","69Del UMa","Megrez",12.257086,57.032617,24.6853,103.56,7.81,3.32,"A3Vvar",0.077,"Del",,"UMa","north",32.967383
"UMa",1,5,58001,103287,4554,"","64Gam UMa","Phecda",11.897168,53.69476,25.5037,107.76,11.16,2.41,"A0V SB",0.044,"Gam",,"UMa","north",36.30524
"UMa",1,6,57399,102224,4518,"","63Chi UMa","Taiyangshou",11.767515,47.779406,56.3063,-138.38,28.37,3.69,"K0III",1.181,"Chi",,"UMa","north",42.220594
"UMa",1,7,55219,98262,4377,"","54Nu  UMa","Alula Borealis",11.307983,33.094306,122.399,-26.61,27.51,3.49,"K3III SB",1.4,"Nu",,"UMa","north",56.905694
"UMa",1,8,,98231,4375,"Gl 423A","53Xi  UMa","Alula Australis",11.303118,31.528783,10.4167,-425.24,-581.01,4.33,"G0 Ve",0.59,"Xi",,"UMa","north",58.471216999999996
"UMa",1,9,55219,98262,4377,"","54Nu  UMa","Alula Borealis",11.307983,33.094306,122.399,-26.61,27.51,3.49,"K3III SB",1.4,"Nu",,"UMa","north",56.905694
"UMa",1,10,57399,102224,4518,"","63Chi UMa","Taiyangshou",11.767515,47.779406,56.3063,-138.38,28.37,3.69,"K0III",1.181,"Chi",,"UMa","north",42.220594
"UMa",1,11,54539,96833,4335,"","52Psi UMa","",11.161062,44.498487,44.3066,-62.35,-27.38,3,"K1III",1.144,"Psi",,"UMa","north",45.501513
"UMa",1,12,50801,89758,4069,"","34Mu  UMa","Tania Australis",10.372155,41.499516,70.6215,-80.47,34.1,3.06,"M0III SB",1.603,"Mu",,"UMa","north",48.500484
"UMa",1,13,50372,89021,4033,"","33Lam UMa","Tania Borealis",10.284952,42.914365,42.1585,-170.11,-42.64,3.45,"A2IV",0.029,"Lam",,"UMa","north",47.085635
"UMa",1,14,50801,89758,4069,"","34Mu  UMa","Tania Australis",10.372155,41.499516,70.6215,-80.47,34.1,3.06,"M0III SB",1.603,"Mu",,"UMa","north",48.500484
"UMa",1,15,54539,96833,4335,"","52Psi UMa","",11.161062,44.498487,44.3066,-62.35,-27.38,3,"K1III",1.144,"Psi",,"UMa","north",45.501513
"UMa",1,16,57399,102224,4518,"","63Chi UMa","Taiyangshou",11.767515,47.779406,56.3063,-138.38,28.37,3.69,"K0III",1.181,"Chi",,"UMa","north",42.220594
"UMa",1,17,58001,103287,4554,"","64Gam UMa","Phecda",11.897168,53.69476,25.5037,107.76,11.16,2.41,"A0V SB",0.044,"Gam",,"UMa","north",36.30524
"UMa",1,18,53910,95418,4295,"GJ 9343","48Bet UMa","Merak",11.030677,56.382427,24.4499,81.66,33.74,2.34,"A1V",0.033,"Bet",,"UMa","north",33.617573
"UMa",1,19,54061,95689,4301,"","50Alp UMa","Dubhe",11.062155,61.751033,37.679,-136.46,-35.25,1.81,"F7V comp",1.061,"Alp",,"UMa","north",28.248967
"UMa",1,20,59774,106591,4660,"Gl 459","69Del UMa","Megrez",12.257086,57.032617,24.6853,103.56,7.81,3.32,"A3Vvar",0.077,"Del",,"UMa","north",32.967383
"UMa",1,21,54061,95689,4301,"","50Alp UMa","Dubhe",11.062155,61.751033,37.679,-136.46,-35.25,1.81,"F7V comp",1.061,"Alp",,"UMa","north",28.248967
"UMa",1,22,46733,81937,3757,"GJ 3559","23    UMa","",9.525453,63.061861,23.8152,107.55,26.86,3.65,"F0IV",0.36,"",,"UMa","north",26.938139
"UMa",1,23,41704,71369,3323,"","1Omi UMa","Muscida",8.504431,60.718169,54.9149,-134.31,-107.73,3.35,"G4II-III",0.856,"Omi",,"UMa","north",29.281830999999997
"UMa",1,24,48319,84999,3888,"","29Ups UMa","",9.849867,59.038735,35.6379,-294.45,-151.75,3.78,"F0IV",0.291,"Ups",,"UMa","north",30.961264999999997
"UMa",1,25,53910,95418,4295,"GJ 9343","48Bet UMa","Merak",11.030677,56.382427,24.4499,81.66,33.74,2.34,"A1V",0.033,"Bet",,"UMa","north",33.617573
"UMa",1,26,48319,84999,3888,"","29Ups UMa","",9.849867,59.038735,35.6379,-294.45,-151.75,3.78,"F0IV",0.291,"Ups",,"UMa","north",30.961264999999997
"UMa",1,27,46853,82328,3775,"Gl 354A","25The UMa","",9.547715,51.6773,13.4789,-947.06,-535.6,3.17,"F6IV",0.475,"The",,"UMa","north",38.3227
"UMa",1,28,44471,77327,3594,"","12Kap UMa","Alkaphrah",9.060427,47.156525,109.8901,-37.37,-55.39,3.57,"A1Vn",0.007,"Kap",,"UMa","north",42.843475
"UMa",1,29,44127,76644,3569,"Gl 331A","9Iot UMa","Talitha",8.986828,48.041826,14.5096,-441.12,-215.21,3.12,"A7IV",0.223,"Iot",,"UMa","north",41.958174
"Umi",1,1,11767,8890,424,"","1Alp UMi","Polaris",2.52975,89.264109,132.626,44.22,-11.74,1.97,"F7:Ib-IIv SB",0.636,"Alp",,"UMi","north",0.7358909999999952
"Umi",1,2,85822,166205,6789,"","23Del UMi","Yildun",17.536918,86.58646,52.7704,10.54,53.97,4.35,"A1Vn",0.021,"Del",,"UMi","north",3.4135399999999976
"Umi",1,3,82080,153751,6322,"","22Eps UMi","",16.766159,82.037262,93.1966,19.54,4.67,4.21,"G5IIIvar",0.897,"Eps",,"UMi","north",7.962738000000002
"Umi",1,4,77055,142105,5903,"","16Zet UMi","",15.734299,77.794493,113.1222,20.07,-2.5,4.29,"A3Vn",0.038,"Zet",,"UMi","north",12.205506999999997
"Umi",1,5,72607,131873,5563,"","7Bet UMi","Kochab",14.845105,74.155505,40.1445,-32.29,11.91,2.07,"K4IIIvar",1.465,"Bet",,"UMi","north",15.844494999999995
"Umi",1,6,75097,137422,5735,"","13Gam UMi","Pherkad",15.345483,71.834016,149.2537,-18.03,17.68,3,"A3II-III",0.058,"Gam",,"UMi","north",18.165983999999995
"Umi",1,7,79822,148048,6116,"GJ 3950A","21Eta UMi","",16.291791,75.75533,29.7354,-89.94,257.8,4.95,"F5V",0.393,"Eta",,"UMi","north",14.24467
"Umi",1,8,77055,142105,5903,"","16Zet UMi","",15.734299,77.794493,113.1222,20.07,-2.5,4.29,"A3Vn",0.038,"Zet",,"UMi","north",12.205506999999997
"Vel",1,2,42913,74956,3485,"Gl 321.3A","Del Vel","Alsephina",8.745059,-54.708821,24.6975,28.78,-104.14,1.93,"A1V",0.043,"Del",,"Vel","south",35.291179
"Vel",1,3,45941,81188,3734,"","Kap Vel","Markeb",9.368562,-55.010668,175.4386,-10.72,11.24,2.47,"B2IV",-0.141,"Kap",,"Vel","south",34.989332
"Vel",1,4,48774,86440,3940,"","Phi Vel","",9.947708,-54.56779,487.8049,-13.13,2.83,3.52,"B5Ib",-0.067,"Phi",,"Vel","south",35.43221
"Vel",1,5,52727,93497,4216,"","Mu  Vel","",10.779488,-49.420255,35.9195,62.55,-53.57,2.69,"G5III SB",0.901,"Mu",,"Vel","south",40.579745
"Vel",1,6,51986,92139,4167,"","","",10.621717,-48.22562,26.8384,-131.48,-1.58,3.84,"A3m+...",0.3,"",,"Vel","south",41.77438
"Vel",1,7,50191,88955,4023,"","","",10.245607,-42.121942,31.0752,-150.68,49.84,3.85,"A2V",0.051,"",,"Vel","south",47.878058
"Vel",1,8,46651,82434,3786,"Gl 351A","Psi Vel","",9.511674,-40.466769,18.8147,-147.14,48.65,3.6,"F2IV",0.371,"Psi",,"Vel","south",49.533231
"Vel",1,9,44816,78647,3634,"","Lam Vel","Suhail",9.133268,-43.432589,166.9449,-23.21,14.28,2.23,"K4Ib-II",1.665,"Lam",,"Vel","south",46.567411
"Vel",1,10,42884,74772,3477,"Gl 321.1","","",8.739987,-42.649276,70.1754,-23.88,19.46,4.05,"G5III",0.874,"",,"Vel","south",47.350724
"Vel",1,11,42312,73634,3426,"","","",8.627399,-42.989081,558.6592,-10.38,9.47,4.11,"A6II",0.109,"",,"Vel","south",47.010919
"Vir",1,1,65474,116658,5056,"","67Alp Vir","Spica",13.419883,-11.161322,76.5697,-42.5,-31.73,0.98,"B1V",-0.235,"Alp",,"Vir","south",78.838678
"Vir",1,2,64238,114330,4963,"","51The Vir","",13.165831,-5.53901,96.8054,-35.08,-32.8,4.38,"A1V",-0.008,"The",,"Vir","south",84.46099
"Vir",1,3,,110380,4826,"Gl 482B","29Gam Vir","",12.694171,-1.449235,11.8301,-559.96,6.84,3.52,"F0 V",,"Gam",,"Vir","south",88.550765
"Vir",1,4,63090,112300,4910,"","43Del Vir","Minelauva",12.926725,3.39747,60.8273,-471.44,-52.81,3.39,"M3III",1.571,"Del",,"Vir","north",86.60253
"Vir",1,5,66249,118098,5107,"GJ 3792","79Zet Vir","Heze",13.57822,-0.59582,22.7118,-278.89,48.56,3.38,"A3V",0.114,"Zet",,"Vir","south",89.40418
"Vir",1,6,65474,116658,5056,"","67Alp Vir","Spica",13.419883,-11.161322,76.5697,-42.5,-31.73,0.98,"B1V",-0.235,"Alp",,"Vir","south",78.838678
"Vol",1,1,44382,78045,3615,"Gl 333.3","Alp Vol","",9.040777,-66.396076,38.2995,-2.01,-95.8,4,"Am",0.145,"Alp",,"Vol","south",23.603924000000006
"Vol",1,2,41312,71878,3347,"GJ 3499","Bet Vol","",8.428951,-66.13689,32.9707,-35.83,-152.15,3.77,"K2IIIvar",1.132,"Bet",,"Vol","south",23.863110000000006
"Vol",1,3,39794,68520,3223,"","Eps Vol","",8.132173,-68.617062,172.4138,-29.88,30.58,4.35,"B6IV",-0.113,"Eps",,"Vol","south",21.382937999999996
"Vol",1,4,35228,57623,2803,"","Del Vol","",7.280508,-67.957152,226.2443,-4.11,8.5,3.97,"F6II",0.76,"Del",,"Vol","south",22.042848000000006
"Vol",1,5,34481,55865,2736,"","Gam2Vol","",7.145788,-70.498932,42.8633,23.71,108.06,3.78,"G8IIIvar",1.006,"Gam-2",,"Vol","south",19.501068000000004
"Vol",1,6,37504,63295,3024,"","Zet Vol","",7.697004,-72.606098,43.2339,33.38,15.29,3.93,"K0III",1.033,"Zet",,"Vol","south",17.393901999999997
"Vol",1,7,39794,68520,3223,"","Eps Vol","",8.132173,-68.617062,172.4138,-29.88,30.58,4.35,"B6IV",-0.113,"Eps",,"Vol","south",21.382937999999996
"Vul",1,1,94703,180554,7306,"","1    Vul","",19.270289,21.390428,248.7562,0.73,-6.12,4.76,"B4IV",-0.058,"",,"Vul","north",68.609572
"Vul",1,2,95771,183439,7405,"","6Alp Vul","Anser",19.478427,24.664905,91.1577,-126.45,-106.99,4.44,"M0 comp",1.502,"Alp",,"Vul","north",65.335095
"Vul",1,3,97886,188260,7592,"","13    Vul","",19.891026,24.079614,102.5641,22.78,36.29,4.57,"B9.5III",-0.047,"",,"Vul","north",65.92038600000001
